Date;Sales;cost_of_sales;quantity_sold;year;month_number;month_name;year_month;day_of_month;day_of_week;day_name;day_type;price_per_unit;cost_per_unit;gross_profit;gross_profit_percent;gross_profit_per_unit;gross_profit_per_unit_percent;average_unit_sales_price;rolling_average_price
2014/10/19 02:00;90692.375875501952;87911.211583205484;2468;2014;10;Oct;2014/10/01;19;1;Sun;Weekday;36.75;35.62;2781.16;3.07;1.13;3.07;37.07;36.33
2014/10/20 02:00;101723.915004092310;98870.811877197717;2773;2014;10;Oct;2014/10/01;20;2;Mon;Weekday;36.68;35.65;2853.10;2.80;1.03;2.80;37.07;36.55
2014/10/21 02:00;103395.691268742430;100424.155743322930;2815;2014;10;Oct;2014/10/01;21;3;Tue;Weekday;36.73;35.67;2971.54;2.87;1.06;2.87;37.07;36.77
2014/10/22 02:00;99075.599096021819;96511.722157538141;2701;2014;10;Oct;2014/10/01;22;4;Wed;Weekday;36.68;35.73;2563.88;2.59;0.95;2.59;37.07;36.94
2014/10/23 02:00;97476.144719572068;94763.842548765941;2651;2014;10;Oct;2014/10/01;23;5;Thu;Weekday;36.77;35.75;2712.30;2.78;1.02;2.78;37.07;36.97
2014/10/24 02:00;248974.652782796390;241961.143245302640;6781;2014;10;Oct;2014/10/01;24;6;Fri;Weekday;36.72;35.68;7013.51;2.82;1.03;2.82;37.07;37.00
2014/10/25 02:00;302721.683300400330;294129.671123118610;8249;2014;10;Oct;2014/10/01;25;7;Sat;Weekday;36.70;35.66;8592.01;2.84;1.04;2.84;37.07;37.03
2014/10/26 02:00;128520.727803953660;124739.233948687960;3502;2014;10;Oct;2014/10/01;26;1;Sun;Weekday;36.70;35.62;3781.49;2.94;1.08;2.94;37.07;37.06
2014/10/27 02:00;145185.268336084880;140651.937178420250;3949;2014;10;Oct;2014/10/01;27;2;Mon;Weekday;36.77;35.62;4533.33;3.12;1.15;3.12;37.07;37.09
2014/10/28 02:00;89527.556631861706;87067.051318914280;2435;2014;10;Oct;2014/10/01;28;3;Tue;Weekday;36.77;35.76;2460.51;2.75;1.01;2.75;37.07;37.12
2014/10/29 02:00;81991.882841411090;80112.548014988250;2232;2014;10;Oct;2014/10/01;29;4;Wed;Weekday;36.73;35.89;1879.33;2.29;0.84;2.29;37.07;37.14
2014/10/30 02:00;69704.491112590491;68293.096389796119;1898;2014;10;Oct;2014/10/01;30;5;Thu;Weekday;36.73;35.98;1411.39;2.02;0.74;2.02;37.07;37.17
2014/10/31 02:00;166652.394819223640;163319.716470676590;4537;2014;10;Oct;2014/10/01;31;6;Fri;Weekday;36.73;36.00;3332.68;2.00;0.73;2.00;37.07;37.20
2014/11/01 02:00;247453.102185247580;242638.801197468390;6730;2014;11;Nov;2014/11/01;1;7;Sat;Weekday;36.77;36.05;4814.30;1.95;0.72;1.95;37.07;37.23
2014/11/02 02:00;148476.181209174860;145646.336801694180;4038;2014;11;Nov;2014/11/01;2;1;Sun;Weekday;36.77;36.07;2829.84;1.91;0.70;1.91;37.07;37.25
2014/11/03 02:00;205368.922634401240;201281.239025563000;5581;2014;11;Nov;2014/11/01;3;2;Mon;Weekday;36.80;36.07;4087.68;1.99;0.73;1.99;37.07;37.28
2014/11/04 02:00;99244.681846049149;90949.442252201086;2519;2014;11;Nov;2014/11/01;4;3;Tue;Weekday;39.40;36.11;8295.24;8.36;3.29;8.36;37.07;37.31
2014/11/05 02:00;72756.863100070492;67872.774326885235;1847;2014;11;Nov;2014/11/01;5;4;Wed;Weekday;39.39;36.75;4884.09;6.71;2.64;6.71;37.07;37.34
2014/11/06 02:00;86867.458080595141;84486.086086063602;2309;2014;11;Nov;2014/11/01;6;5;Thu;Weekday;37.62;36.59;2381.37;2.74;1.03;2.74;37.07;37.51
2014/11/07 02:00;140167.803862205150;136539.203296446680;3722;2014;11;Nov;2014/11/01;7;6;Fri;Weekday;37.66;36.68;3628.60;2.59;0.97;2.59;37.07;37.69
2014/11/08 02:00;160727.302782978950;156700.824995732310;4268;2014;11;Nov;2014/11/01;8;7;Sat;Weekday;37.66;36.72;4026.48;2.51;0.94;2.51;37.07;37.87
2014/11/09 02:00;74115.628776445490;71994.346393653148;1968;2014;11;Nov;2014/11/01;9;1;Sun;Weekday;37.66;36.58;2121.28;2.86;1.08;2.86;37.07;38.04
2014/11/10 02:00;76103.291516535493;73967.605694431360;2016;2014;11;Nov;2014/11/01;10;2;Mon;Weekday;37.75;36.69;2135.69;2.81;1.06;2.81;37.07;38.21
2014/11/11 02:00;56303.366574580374;54996.866607590731;1497;2014;11;Nov;2014/11/01;11;3;Tue;Weekday;37.61;36.74;1306.50;2.32;0.87;2.32;37.07;38.41
2014/11/12 02:00;49436.815864520373;48289.892276094746;1314;2014;11;Nov;2014/11/01;12;4;Wed;Weekday;37.62;36.75;1146.92;2.32;0.87;2.32;37.07;38.60
2014/11/13 02:00;55033.122403980371;53997.218873107588;1466;2014;11;Nov;2014/11/01;13;5;Thu;Weekday;37.54;36.83;1035.90;1.88;0.71;1.88;37.07;38.80
2014/11/14 02:00;149808.165944726380;146994.895501131540;3984;2014;11;Nov;2014/11/01;14;6;Fri;Weekday;37.60;36.90;2813.27;1.88;0.71;1.88;37.07;38.99
2014/11/15 02:00;180685.510729910310;176898.277820370740;4802;2014;11;Nov;2014/11/01;15;7;Sat;Weekday;37.63;36.84;3787.23;2.10;0.79;2.10;37.07;39.18
2014/11/16 02:00;75871.436765220482;73905.810158820022;2017;2014;11;Nov;2014/11/01;16;1;Sun;Weekday;37.62;36.64;1965.63;2.59;0.97;2.59;37.07;39.35
2014/11/17 02:00;86313.334083170121;84418.789109310630;2297;2014;11;Nov;2014/11/01;17;2;Mon;Weekday;37.58;36.75;1894.54;2.19;0.82;2.20;37.07;39.48
2014/11/18 02:00;62631.798752070368;61158.361090192768;1665;2014;11;Nov;2014/11/01;18;3;Tue;Weekday;37.62;36.73;1473.44;2.35;0.88;2.35;37.07;39.59
2014/11/19 02:00;48529.103360340247;47409.554056467168;1291;2014;11;Nov;2014/11/01;19;4;Wed;Weekday;37.59;36.72;1119.55;2.31;0.87;2.31;37.07;39.70
2014/11/20 02:00;51040.881368070251;50038.142634161086;1361;2014;11;Nov;2014/11/01;20;5;Thu;Weekday;37.50;36.77;1002.74;1.96;0.74;1.96;37.07;39.74
2014/11/21 02:00;53973.922240020001;47192.498284101879;1281;2014;11;Nov;2014/11/01;21;6;Fri;Weekday;42.13;36.84;6781.42;12.56;5.29;12.56;37.07;39.75
2014/11/22 02:00;47497.982533509879;41179.088245459163;1122;2014;11;Nov;2014/11/01;22;7;Sat;Weekday;42.33;36.70;6318.89;13.30;5.63;13.30;37.07;39.79
2014/11/23 02:00;31219.951528719885;26893.304677301025;737;2014;11;Nov;2014/11/01;23;1;Sun;Weekday;42.36;36.49;4326.65;13.86;5.87;13.86;37.07;39.88
2014/11/24 02:00;26870.323873470003;23516.041718095501;641;2014;11;Nov;2014/11/01;24;2;Mon;Weekday;41.92;36.69;3354.28;12.48;5.23;12.48;37.07;39.97
2014/11/25 02:00;40530.642292680008;35674.190763166298;968;2014;11;Nov;2014/11/01;25;3;Tue;Weekday;41.87;36.85;4856.45;11.98;5.02;11.98;37.07;40.03
2014/11/26 02:00;30371.431335049881;26054.849168281442;709;2014;11;Nov;2014/11/01;26;4;Wed;Weekday;42.84;36.75;4316.58;14.21;6.09;14.21;37.07;40.05
2014/11/27 02:00;37776.658766749882;32719.689636421641;880;2014;11;Nov;2014/11/01;27;5;Thu;Weekday;42.93;37.18;5056.97;13.39;5.75;13.39;37.07;40.07
2014/11/28 02:00;46818.205322610003;40652.576408851382;1096;2014;11;Nov;2014/11/01;28;6;Fri;Weekday;42.72;37.09;6165.63;13.17;5.63;13.17;37.07;40.09
2014/11/29 02:00;88321.625549760734;79880.243682936474;2068;2014;11;Nov;2014/11/01;29;7;Sat;Weekday;42.71;38.63;8441.38;9.56;4.08;9.56;37.07;40.12
2014/11/30 02:00;101037.827829791600;93177.884704390279;2375;2014;11;Nov;2014/11/01;30;1;Sun;Weekday;42.54;39.23;7859.94;7.78;3.31;7.78;37.07;40.15
2014/12/01 02:00;105100.667648511470;97257.394665729371;2492;2014;12;Dec;2014/12/01;1;2;Mon;Weekday;42.18;39.03;7843.27;7.46;3.15;7.46;37.07;40.18
2014/12/02 02:00;88219.525488129890;85533.428923318512;2170;2014;12;Dec;2014/12/01;2;3;Tue;Weekday;40.65;39.42;2686.10;3.04;1.24;3.04;37.07;40.20
2014/12/03 02:00;71590.369289220369;69654.930305904010;1784;2014;12;Dec;2014/12/01;3;4;Wed;Weekday;40.13;39.04;1935.44;2.70;1.08;2.70;37.07;40.23
2014/12/04 02:00;54996.621692620247;54503.028547504560;1368;2014;12;Dec;2014/12/01;4;5;Thu;Weekday;40.20;39.84;493.59;0.90;0.36;0.90;37.07;40.25
2014/12/05 02:00;77884.181609825493;77619.294889390410;1914;2014;12;Dec;2014/12/01;5;6;Fri;Weekday;40.69;40.55;264.89;0.34;0.14;0.34;37.07;40.27
2014/12/06 02:00;150370.116723676360;154998.834581876810;3765;2014;12;Dec;2014/12/01;6;7;Sat;Weekday;39.94;41.17;-4628.72;-3.08;-1.23;-3.08;37.07;40.30
2014/12/07 02:00;104675.376115349170;111903.737902479290;2712;2014;12;Dec;2014/12/01;7;1;Sun;Weekday;38.60;41.26;-7228.36;-6.91;-2.67;-6.91;37.07;40.26
2014/12/08 02:00;90121.530475064763;91081.668194086160;2222;2014;12;Dec;2014/12/01;8;2;Mon;Weekday;40.56;40.99;-960.14;-1.07;-0.43;-1.07;37.07;40.20
2014/12/09 02:00;75425.443698290488;77014.255960305571;1861;2014;12;Dec;2014/12/01;9;3;Tue;Weekday;40.53;41.38;-1588.81;-2.11;-0.85;-2.11;37.07;40.16
2014/12/10 02:00;161844.809435673670;169348.518584864770;4095;2014;12;Dec;2014/12/01;10;4;Wed;Weekday;39.52;41.35;-7503.71;-4.64;-1.83;-4.64;37.07;40.14
2014/12/11 02:00;158603.356968003650;171692.993606533480;4157;2014;12;Dec;2014/12/01;11;5;Thu;Weekday;38.15;41.30;-13089.64;-8.25;-3.15;-8.25;37.07;40.12
2014/12/12 02:00;279092.095956450150;301236.109879810010;7259;2014;12;Dec;2014/12/01;12;6;Fri;Weekday;38.45;41.50;-22144.01;-7.93;-3.05;-7.93;37.07;40.06
2014/12/13 02:00;369350.989480898190;402564.678627585240;9654;2014;12;Dec;2014/12/01;13;7;Sat;Weekday;38.26;41.70;-33213.69;-8.99;-3.44;-8.99;37.07;40.01
2014/12/14 02:00;177500.107725608660;192327.320656121740;4632;2014;12;Dec;2014/12/01;14;1;Sun;Weekday;38.32;41.52;-14827.21;-8.35;-3.20;-8.35;37.07;39.96
2014/12/15 02:00;282246.628678287550;304489.638251931000;7341;2014;12;Dec;2014/12/01;15;2;Mon;Weekday;38.45;41.48;-22243.01;-7.88;-3.03;-7.88;37.07;39.82
2014/12/16 02:00;166037.925729513660;179571.129079940960;4308;2014;12;Dec;2014/12/01;16;3;Tue;Weekday;38.54;41.68;-13533.20;-8.15;-3.14;-8.15;37.07;39.70
2014/12/17 02:00;148910.998360158640;161137.522003047520;3865;2014;12;Dec;2014/12/01;17;4;Wed;Weekday;38.53;41.69;-12226.52;-8.21;-3.16;-8.21;37.07;39.58
2014/12/18 02:00;202359.142899871220;221435.768649636010;5288;2014;12;Dec;2014/12/01;18;5;Thu;Weekday;38.27;41.88;-19076.63;-9.43;-3.61;-9.43;37.07;39.51
2014/12/19 02:00;274343.654345233810;299516.837764982660;7141;2014;12;Dec;2014/12/01;19;6;Fri;Weekday;38.42;41.94;-25173.18;-9.18;-3.53;-9.18;37.07;39.46
2014/12/20 02:00;316167.074658572730;346378.304767848230;8268;2014;12;Dec;2014/12/01;20;7;Sat;Weekday;38.24;41.89;-30211.23;-9.56;-3.65;-9.56;37.07;39.41
2014/12/21 02:00;173833.400128413660;190644.501568691690;4541;2014;12;Dec;2014/12/01;21;1;Sun;Weekday;38.28;41.98;-16811.10;-9.67;-3.70;-9.67;37.07;39.34
2014/12/22 02:00;204565.081835411520;210188.909410447900;5014;2014;12;Dec;2014/12/01;22;2;Mon;Weekday;40.80;41.92;-5623.83;-2.75;-1.12;-2.75;37.07;39.30
2014/12/23 02:00;316394.730857309250;326627.138416375620;7778;2014;12;Dec;2014/12/01;23;3;Tue;Weekday;40.68;41.99;-10232.41;-3.23;-1.32;-3.23;37.07;39.38
2014/12/24 02:00;486230.320193627620;495909.089563395890;11809;2014;12;Dec;2014/12/01;24;4;Wed;Weekday;41.17;41.99;-9678.77;-1.99;-0.82;-1.99;37.07;39.40
2014/12/25 02:00;137686.532100606390;140525.786741103420;3344;2014;12;Dec;2014/12/01;25;5;Thu;Weekday;41.17;42.02;-2839.25;-2.06;-0.85;-2.06;37.07;39.42
2014/12/26 02:00;48102.962409030246;49028.365072183806;1169;2014;12;Dec;2014/12/01;26;6;Fri;Weekday;41.15;41.94;-925.40;-1.92;-0.79;-1.92;37.07;39.48
2014/12/27 02:00;110162.131982548060;112383.559247306330;2676;2014;12;Dec;2014/12/01;27;7;Sat;Weekday;41.17;42.00;-2221.43;-2.02;-0.83;-2.02;37.07;39.57
2014/12/28 02:00;69051.337093420370;70482.717802969084;1677;2014;12;Dec;2014/12/01;28;1;Sun;Weekday;41.18;42.03;-1431.38;-2.07;-0.85;-2.07;37.07;39.66
2014/12/29 02:00;133307.368962827580;136003.482525751780;3237;2014;12;Dec;2014/12/01;29;2;Mon;Weekday;41.18;42.02;-2696.11;-2.02;-0.83;-2.02;37.07;39.76
2014/12/30 02:00;216389.504268855030;235723.764753908180;5607;2014;12;Dec;2014/12/01;30;3;Tue;Weekday;38.59;42.04;-19334.26;-8.93;-3.45;-8.93;37.07;39.85
2014/12/31 02:00;365055.312012721840;398013.348330372130;9464;2014;12;Dec;2014/12/01;31;4;Wed;Weekday;38.57;42.06;-32958.04;-9.03;-3.48;-9.03;37.07;39.94
2015/01/01 02:00;112161.419616753050;122170.431684627740;2905;2015;1;Jan;2015/01/01;1;5;Thu;Weekday;38.61;42.06;-10009.01;-8.92;-3.45;-8.92;37.07;40.02
2015/01/02 02:00;271101.461670312740;295019.469429590330;7023;2015;1;Jan;2015/01/01;2;6;Fri;Weekday;38.60;42.01;-23918.01;-8.82;-3.41;-8.82;37.07;40.11
2015/01/03 02:00;245813.288312123970;267734.725255370720;6371;2015;1;Jan;2015/01/01;3;7;Sat;Weekday;38.58;42.02;-21921.44;-8.92;-3.44;-8.92;37.07;40.20
2015/01/04 02:00;178394.811997548680;194427.447973502310;4624;2015;1;Jan;2015/01/01;4;1;Sun;Weekday;38.58;42.05;-16032.64;-8.99;-3.47;-8.99;37.07;40.29
2015/01/05 02:00;220443.631484265030;239988.027460387330;5717;2015;1;Jan;2015/01/01;5;2;Mon;Weekday;38.56;41.98;-19544.40;-8.87;-3.42;-8.87;37.07;40.38
2015/01/06 02:00;181534.188672678630;197328.943910810690;4705;2015;1;Jan;2015/01/01;6;3;Tue;Weekday;38.58;41.94;-15794.76;-8.70;-3.36;-8.70;37.07;40.48
2015/01/07 02:00;83176.481393400245;84728.831196631072;2020;2015;1;Jan;2015/01/01;7;4;Wed;Weekday;41.18;41.94;-1552.35;-1.87;-0.77;-1.87;37.07;40.49
2015/01/08 02:00;76894.779348705371;78468.095499687464;1868;2015;1;Jan;2015/01/01;8;5;Thu;Weekday;41.16;42.01;-1573.32;-2.05;-0.84;-2.05;37.07;40.51
2015/01/09 02:00;123859.387956737570;126444.142518280950;3008;2015;1;Jan;2015/01/01;9;6;Fri;Weekday;41.18;42.04;-2584.75;-2.09;-0.86;-2.09;37.07;40.51
2015/01/10 02:00;120807.574158327330;123392.804067780710;2934;2015;1;Jan;2015/01/01;10;7;Sat;Weekday;41.18;42.06;-2585.23;-2.14;-0.88;-2.14;37.07;40.51
2015/01/11 02:00;69597.367349330380;71051.363502932756;1690;2015;1;Jan;2015/01/01;11;1;Sun;Weekday;41.18;42.04;-1454.00;-2.09;-0.86;-2.09;37.07;40.51
2015/01/12 02:00;84738.294411260125;86467.537750281685;2058;2015;1;Jan;2015/01/01;12;2;Mon;Weekday;41.18;42.02;-1729.24;-2.04;-0.84;-2.04;37.07;40.51
2015/01/13 02:00;64653.972138140365;65980.422089859814;1570;2015;1;Jan;2015/01/01;13;3;Tue;Weekday;41.18;42.03;-1326.45;-2.05;-0.84;-2.05;37.07;40.51
2015/01/14 02:00;59553.386031020251;60703.356028777598;1446;2015;1;Jan;2015/01/01;14;4;Wed;Weekday;41.18;41.98;-1149.97;-1.93;-0.80;-1.93;37.07;40.51
2015/01/15 02:00;79080.756957730366;80337.748312174546;1921;2015;1;Jan;2015/01/01;15;5;Thu;Weekday;41.17;41.82;-1256.99;-1.59;-0.65;-1.59;37.07;40.59
2015/01/16 02:00;149444.056787453940;152030.986480535210;3629;2015;1;Jan;2015/01/01;16;6;Fri;Weekday;41.18;41.89;-2586.93;-1.73;-0.71;-1.73;37.07;40.67
2015/01/17 02:00;170624.079935891520;173547.027110042430;4144;2015;1;Jan;2015/01/01;17;7;Sat;Weekday;41.17;41.88;-2922.95;-1.71;-0.71;-1.71;37.07;40.76
2015/01/18 02:00;74744.283149260489;76003.928254213824;1815;2015;1;Jan;2015/01/01;18;1;Sun;Weekday;41.18;41.88;-1259.65;-1.69;-0.69;-1.69;37.07;40.84
2015/01/19 02:00;90144.161401489764;91110.969347994804;2189;2015;1;Jan;2015/01/01;19;2;Mon;Weekday;41.18;41.62;-966.81;-1.07;-0.44;-1.07;37.07;40.92
2015/01/20 02:00;97826.808800979037;99134.306988593540;2376;2015;1;Jan;2015/01/01;20;3;Tue;Weekday;41.17;41.72;-1307.50;-1.34;-0.55;-1.34;37.07;41.01
2015/01/21 02:00;62795.979145920370;64144.088875245921;1525;2015;1;Jan;2015/01/01;21;4;Wed;Weekday;41.18;42.06;-1348.11;-2.15;-0.88;-2.15;37.07;41.09
2015/01/22 02:00;66550.989827080368;67952.150554841501;1616;2015;1;Jan;2015/01/01;22;5;Thu;Weekday;41.18;42.05;-1401.16;-2.11;-0.87;-2.11;37.07;41.17
2015/01/23 02:00;154670.890700753920;158031.791043172040;3757;2015;1;Jan;2015/01/01;23;6;Fri;Weekday;41.17;42.06;-3360.90;-2.17;-0.89;-2.17;37.07;41.17
2015/01/24 02:00;158722.105625363940;162082.418438514370;3855;2015;1;Jan;2015/01/01;24;7;Sat;Weekday;41.17;42.04;-3360.31;-2.12;-0.87;-2.12;37.07;41.17
2015/01/25 02:00;78092.276922030491;79795.043103160700;1897;2015;1;Jan;2015/01/01;25;1;Sun;Weekday;41.17;42.06;-1702.77;-2.18;-0.90;-2.18;37.07;41.17
2015/01/26 02:00;91830.402043779875;93808.086746872388;2230;2015;1;Jan;2015/01/01;26;2;Mon;Weekday;41.18;42.07;-1977.68;-2.15;-0.89;-2.15;37.07;41.06
2015/01/27 02:00;76992.935683210482;78614.457753375827;1870;2015;1;Jan;2015/01/01;27;3;Tue;Weekday;41.17;42.04;-1621.52;-2.11;-0.87;-2.11;37.07;40.95
2015/01/28 02:00;59897.715879940370;61194.180255889565;1455;2015;1;Jan;2015/01/01;28;4;Wed;Weekday;41.17;42.06;-1296.46;-2.16;-0.89;-2.16;37.07;40.84
2015/01/29 02:00;57310.194042320363;58531.410985186470;1392;2015;1;Jan;2015/01/01;29;5;Thu;Weekday;41.17;42.05;-1221.22;-2.13;-0.88;-2.13;37.07;40.73
2015/01/30 02:00;134540.214465737580;137221.537473577250;3268;2015;1;Jan;2015/01/01;30;6;Fri;Weekday;41.17;41.99;-2681.32;-1.99;-0.82;-1.99;37.07;40.62
2015/01/31 02:00;200193.611999160320;203814.736389084950;4862;2015;1;Jan;2015/01/01;31;7;Sat;Weekday;41.18;41.92;-3621.12;-1.81;-0.74;-1.81;37.07;40.50
2015/02/01 02:00;171469.930529662760;174652.457989964260;4165;2015;2;Feb;2015/02/01;1;1;Sun;Weekday;41.17;41.93;-3182.53;-1.86;-0.76;-1.86;37.07;40.39
2015/02/02 02:00;151737.218832465150;154148.598813021530;3685;2015;2;Feb;2015/02/01;2;2;Mon;Weekday;41.18;41.83;-2411.38;-1.59;-0.65;-1.59;37.07;40.28
2015/02/03 02:00;102072.443405578920;103634.964229016040;2479;2015;2;Feb;2015/02/01;3;3;Tue;Weekday;41.17;41.81;-1562.52;-1.53;-0.63;-1.53;37.07;40.17
2015/02/04 02:00;82514.105120030377;83232.391367362128;2005;2015;2;Feb;2015/02/01;4;4;Wed;Weekday;41.15;41.51;-718.29;-0.87;-0.36;-0.87;37.07;40.06
2015/02/05 02:00;46211.332458070247;46407.299117268973;1122;2015;2;Feb;2015/02/01;5;5;Thu;Weekday;41.19;41.36;-195.97;-0.42;-0.17;-0.42;37.07;39.95
2015/02/06 02:00;85730.414810460134;85765.709336061569;2082;2015;2;Feb;2015/02/01;6;6;Fri;Weekday;41.18;41.19;-35.29;-0.04;-0.02;-0.04;37.07;39.83
2015/02/07 02:00;105918.293290608450;105662.556240900160;2573;2015;2;Feb;2015/02/01;7;7;Sat;Weekday;41.17;41.07;255.74;0.24;0.10;0.24;37.07;39.72
2015/02/08 02:00;73041.660871220491;73046.233899676779;1774;2015;2;Feb;2015/02/01;8;1;Sun;Weekday;41.17;41.18;-4.57;-0.01;0.00;-0.01;37.07;39.69
2015/02/09 02:00;97908.547096098671;97097.936590193072;2378;2015;2;Feb;2015/02/01;9;2;Mon;Weekday;41.17;40.83;810.61;0.83;0.34;0.83;37.07;39.58
2015/02/10 02:00;138667.415911136370;148522.849020419900;3677;2015;2;Feb;2015/02/01;10;3;Tue;Weekday;37.71;40.39;-9855.43;-7.11;-2.68;-7.11;37.07;39.47
2015/02/11 02:00;162162.103518323970;173661.827835086440;4299;2015;2;Feb;2015/02/01;11;4;Wed;Weekday;37.72;40.40;-11499.72;-7.09;-2.67;-7.09;37.07;39.36
2015/02/12 02:00;138520.126803926370;147756.342793815220;3674;2015;2;Feb;2015/02/01;12;5;Thu;Weekday;37.70;40.22;-9236.22;-6.67;-2.51;-6.67;37.07;39.25
2015/02/13 02:00;358597.428509158490;382447.080417085030;9505;2015;2;Feb;2015/02/01;13;6;Fri;Weekday;37.73;40.24;-23849.65;-6.65;-2.51;-6.65;37.07;39.14
2015/02/14 02:00;424009.882517061200;451548.027559624400;11237;2015;2;Feb;2015/02/01;14;7;Sat;Weekday;37.73;40.18;-27538.15;-6.49;-2.45;-6.49;37.07;39.03
2015/02/15 02:00;203861.472378125440;217065.615160827320;5406;2015;2;Feb;2015/02/01;15;1;Sun;Weekday;37.71;40.15;-13204.14;-6.48;-2.44;-6.48;37.07;38.92
2015/02/16 02:00;220506.209332815460;234723.220045322320;5846;2015;2;Feb;2015/02/01;16;2;Mon;Weekday;37.72;40.15;-14217.01;-6.45;-2.43;-6.45;37.07;38.81
2015/02/17 02:00;139935.936976345170;148697.543695989590;3713;2015;2;Feb;2015/02/01;17;3;Tue;Weekday;37.69;40.05;-8761.61;-6.26;-2.36;-6.26;37.07;38.70
2015/02/18 02:00;161064.752344883950;170739.366623168350;4270;2015;2;Feb;2015/02/01;18;4;Wed;Weekday;37.72;39.99;-9674.61;-6.01;-2.27;-6.01;37.07;38.59
2015/02/19 02:00;144328.545189985160;152824.114898404600;3827;2015;2;Feb;2015/02/01;19;5;Thu;Weekday;37.71;39.93;-8495.57;-5.89;-2.22;-5.89;37.07;38.48
2015/02/20 02:00;293071.759196403320;310240.378395340580;7770;2015;2;Feb;2015/02/01;20;6;Fri;Weekday;37.72;39.93;-17168.62;-5.86;-2.21;-5.86;37.07;38.37
2015/02/21 02:00;267782.153961908190;283430.336833763230;7102;2015;2;Feb;2015/02/01;21;7;Sat;Weekday;37.71;39.91;-15648.18;-5.84;-2.20;-5.84;37.07;38.37
2015/02/22 02:00;136052.688423625160;144020.122759740100;3608;2015;2;Feb;2015/02/01;22;1;Sun;Weekday;37.71;39.92;-7967.43;-5.86;-2.21;-5.86;37.07;38.37
2015/02/23 02:00;86703.314090379165;85730.966539282686;2150;2015;2;Feb;2015/02/01;23;2;Mon;Weekday;40.33;39.87;972.35;1.12;0.45;1.12;37.07;38.37
2015/02/24 02:00;95474.357369099642;100867.524060755900;2530;2015;2;Feb;2015/02/01;24;3;Tue;Weekday;37.74;39.87;-5393.17;-5.65;-2.13;-5.65;37.07;38.37
2015/02/25 02:00;198431.627526981490;209499.794109120970;5253;2015;2;Feb;2015/02/01;25;4;Wed;Weekday;37.77;39.88;-11068.17;-5.58;-2.11;-5.58;37.07;38.37
2015/02/26 02:00;157291.733998945160;166305.037627470450;4171;2015;2;Feb;2015/02/01;26;5;Thu;Weekday;37.71;39.87;-9013.30;-5.73;-2.16;-5.73;37.07;38.48
2015/02/27 02:00;307540.675156236980;324997.336478028160;8156;2015;2;Feb;2015/02/01;27;6;Fri;Weekday;37.71;39.85;-17456.66;-5.68;-2.14;-5.68;37.07;38.59
2015/02/28 02:00;350898.763510269690;375030.635452059160;9296;2015;2;Feb;2015/02/01;28;7;Sat;Weekday;37.75;40.34;-24131.87;-6.88;-2.60;-6.88;37.07;38.70
2015/03/01 02:00;256701.542733340610;276569.250392359510;6803;2015;3;Mar;2015/03/01;1;1;Sun;Weekday;37.73;40.65;-19867.71;-7.74;-2.92;-7.74;37.07;38.81
2015/03/02 02:00;234705.592779103030;252709.823069759760;6221;2015;3;Mar;2015/03/01;2;2;Mon;Weekday;37.73;40.62;-18004.23;-7.67;-2.89;-7.67;37.07;38.93
2015/03/03 02:00;249380.565447579230;268761.832356944450;6611;2015;3;Mar;2015/03/01;3;3;Tue;Weekday;37.72;40.65;-19381.27;-7.77;-2.93;-7.77;37.07;39.04
2015/03/04 02:00;258211.444167697890;278825.606678536510;6843;2015;3;Mar;2015/03/01;4;4;Wed;Weekday;37.73;40.75;-20614.16;-7.98;-3.01;-7.98;37.07;39.15
2015/03/05 02:00;145975.833942825150;157578.005866527990;3858;2015;3;Mar;2015/03/01;5;5;Thu;Weekday;37.84;40.84;-11602.17;-7.95;-3.01;-7.95;37.07;39.26
2015/03/06 02:00;269239.852583668190;291365.017554398570;7128;2015;3;Mar;2015/03/01;6;6;Fri;Weekday;37.77;40.88;-22125.16;-8.22;-3.10;-8.22;37.07;39.37
2015/03/07 02:00;306920.211601292130;332242.411551486000;8127;2015;3;Mar;2015/03/01;7;7;Sat;Weekday;37.77;40.88;-25322.20;-8.25;-3.12;-8.25;37.07;39.48
2015/03/08 02:00;122106.795622386370;121394.812201172240;2966;2015;3;Mar;2015/03/01;8;1;Sun;Weekday;41.17;40.93;711.98;0.58;0.24;0.58;37.07;39.60
2015/03/09 02:00;117661.280792547080;116861.158273551470;2858;2015;3;Mar;2015/03/01;9;2;Mon;Weekday;41.17;40.89;800.12;0.68;0.28;0.68;37.07;39.60
2015/03/10 02:00;62499.799171560371;62073.872654165207;1518;2015;3;Mar;2015/03/01;10;3;Tue;Weekday;41.17;40.89;425.93;0.68;0.28;0.68;37.07;39.60
2015/03/11 02:00;57063.984124270370;56638.281370608107;1386;2015;3;Mar;2015/03/01;11;4;Wed;Weekday;41.17;40.86;425.70;0.75;0.31;0.75;37.07;39.51
2015/03/12 02:00;48008.482841660247;47681.672078871583;1166;2015;3;Mar;2015/03/01;12;5;Thu;Weekday;41.17;40.89;326.81;0.68;0.28;0.68;37.07;39.51
2015/03/13 02:00;117446.839113308310;116681.141551658690;2853;2015;3;Mar;2015/03/01;13;6;Fri;Weekday;41.17;40.90;765.70;0.65;0.27;0.65;37.07;39.51
2015/03/14 02:00;150591.547900835170;149573.827592689600;3657;2015;3;Mar;2015/03/01;14;7;Sat;Weekday;41.18;40.90;1017.72;0.68;0.28;0.68;37.07;39.51
